Product_ID,Name,Category,Price,Material,Eco_Certifications,Sustainability_Score,Avg_Rating,Carbon_Footprint (kg CO2),Biodegradability (%),Water_Usage (L),Energy_Consumption (kWh),Supply_Chain_Transparency,Image_URL
P095,Organic Plushie (P095),Toys,43.76,Organic Cotton & Natural Dyes,EcoLabel,8.8,4.1,3.77,100,20.1,2.8,High,https://th.bing.com/th/id/OIP.4elM2rIli_cXpr-wSGoq5gHaE8?w=234&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P096,Seedling Tray (P096),Gardening,23.96,Biodegradable Plastic,FSC,8,3.6,1.89,90,85.4,1.32,High,https://th.bing.com/th/id/OIP.JXK03hCktGGV2ZfDBLOvugHaHa?w=198&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
P097,Bamboo Sunglasses (P097),Travel,125.01,Bamboo & Recycled Glass,Fair Trade,8.6,3.8,11.7,64,51.8,4.03,High,https://th.bing.com/th/id/OIP.Wsz2QDZ7NRpjz_EiVQCeWgHaHa?w=180&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P098,Solar-Powered Charger (P098),Electronics,133.43,Recycled Plastic & Solar Panels,Energy Star,7.4,4.9,13.7,40,49.8,19.13,Low,https://th.bing.com/th/id/OIP.aMh4NPByvT5aLWAtGY7HDAHaE7?w=262&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P099,Recycled Phone Case (P099),Electronics,182.13,Biodegradable Plastic,Energy Star,8.1,4.9,10.4,39,25,12.25,Medium,https://th.bing.com/th/id/OIP.znOO0FdOh714NW-7Fe26QgHaFj?w=239&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P100,Bamboo Cutting Board (P100),Kitchen,54.39,Bamboo,EcoLabel,9.6,3.5,3.92,69,81.2,3.07,High,https://th.bing.com/th/id/OIP.o73uUXFK9Hn05ZatjqYsDwAAAA?w=194&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P101,Glass Food Containers (P101),Kitchen,54.3,Tempered Glass,EcoLabel,9.2,4.5,2.64,77,85,1.93,High,https://th.bing.com/th/id/OIP.DGmnj49E8zkO1TmeJ_aBgAHaHa?w=189&h=189&c=7&r=0&o=5&dpr=1.3&pid=1.7
P102,Biodegradable Toothbrush (P102),Personal Care,20,Bamboo & Plant-Based Bristles,Fair Trade,8.1,3.9,3.01,90,51.3,1.82,High,https://th.bing.com/th/id/OIP.TvUdw1ECnbqRQQZ1q980fQHaDv?w=334&h=177&c=7&r=0&o=5&dpr=1.3&pid=1.7
P103,Seedling Tray (P103),Gardening,27.05,Biodegradable Plastic,EcoLabel,7.6,4.7,2.11,91,64.4,1.35,High,https://th.bing.com/th/id/OIP.0342lt1iACMy2ildUUeN-wHaHa?w=198&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
P104,Bamboo Building Blocks (P104),Toys,19.84,Bamboo,EcoLabel,8.3,4.7,2.46,81,76.9,1.26,High,https://th.bing.com/th/id/OIP.fvXFBhiTBcMd-EuFyfwCoAHaEK?w=317&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P105,Stainless Steel Lunchbox (P105),Kitchen,16.74,Stainless Steel,EcoLabel,9.3,4.7,4.2,76,36,1.01,High,https://th.bing.com/th/id/OIP.wmMysHdvS6g4E2xMRjJ96wHaHb?w=207&h=208&c=7&r=0&o=5&dpr=1.3&pid=1.7
P106,Bamboo Sunglasses (P106),Travel,38.52,Bamboo & Recycled Glass,Carbon Neutral,7.6,4.4,10.48,54,39.6,5.42,Medium,https://th.bing.com/th/id/OIP.J5nAKfHOtkMnKJYtF88drAHaHa?w=173&h=185&c=7&r=0&o=5&dpr=1.3&pid=1.7
P107,Organic Bedsheets (P107),Clothing,22.73,Linen,EcoLabel,9.9,4.5,3.07,98,111.8,2.28,High,https://th.bing.com/th/id/OIP.DCX6eZtgFW7845Ic-qmUFwHaI0?w=178&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
P108,Bamboo Cutting Board (P108),Kitchen,12.3,Bamboo,EcoLabel,8.8,4.9,3.96,85,38,2.11,High,https://th.bing.com/th/id/OIP.8mTRuYjHvj9gZDCd_3YYjQHaHa?w=209&h=210&c=7&r=0&o=5&dpr=1.3&pid=1.7
P109,Reusable Travel Bottles (P109),Travel,70.37,Silicone & Recycled Plastic,Fair Trade,8.4,4.6,7.59,75,90.7,3.24,High,https://th.bing.com/th/id/OIP.1JB1Nh85KVSHNva_WwpRiAHaHa?w=174&h=190&c=7&r=0&o=5&dpr=1.3&pid=1.7
P110,Recycled Paper Sketchbook (P110),Stationery,10.11,Recycled Paper,EcoLabel,7,4.2,2.68,94,10.1,1.77,High,https://th.bing.com/th/id/OIP.2qeYj8A9lXTdIsKG14ybZgHaFN?w=254&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P111,Handy Travel Pouch (P111),Travel,117.26,Hemp Fabric,Carbon Neutral,8.1,4.3,10.43,56,58.9,5.61,High,https://th.bing.com/th/id/OIP.1YZ6TEZ9xfH9g6tzDE6GLQHaFN?w=283&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P112,Eco-Friendly Suitcase (P112),Travel,111.46,Recycled Polyester & Aluminum,Carbon Neutral,8.2,4.1,13.57,59,22.9,4.82,High,https://th.bing.com/th/id/OIP.A5keEb9GFlbBvy6CAff7rgHaHa?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P113,Hot Wheels Set (P113),Toys,32.24,Recycled Plastic,EcoLabel,9,4.9,3.72,81,35.7,2.19,High,https://th.bing.com/th/id/OIP.9uS4uiRJTS0DUGRY506epAHaFA?w=270&h=182&c=7&r=0&o=5&dpr=1.3&pid=1.7
P114,Compost Bin (P114),Gardening,40.22,Recycled Plastic,FSC,9.5,4.7,3.03,98,86.3,1.82,High,https://th.bing.com/th/id/OIP.EOyQv8WwqBSdutv9FbhFcgHaHa?w=199&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
P115,Khadi Shirt (P115),Clothing,98.11,Khadi Fabric,GOTS,8.9,4,3.22,96,94.7,2.43,Medium,https://th.bing.com/th/id/OIP.x-B9chPU4RD_VahFCFhOeAHaJ4?w=208&h=277&c=7&r=0&o=5&dpr=1.3&pid=1.7
P116,Eco-Friendly LED Bulb (P116),Electronics,227.2,Aluminum & Recycled Glass,Carbon Neutral,6.1,3.9,23.74,25,17.5,6.17,Low,https://th.bing.com/th/id/OIP.jAq2yWnIJSRE3gigLvMmIgHaFj?w=237&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P117,Eco-Friendly Highlighters (P117),Stationery,6.89,Plant-Based Plastic,EcoLabel,9,3.7,2.62,99,10.1,0.73,Medium,https://th.bing.com/th/id/OIP.ZZyOZo7pTmV_C1Ec1prEpgHaFt?w=256&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P118,Bamboo Cleaning Brush (P118),Home Care,16.95,Bamboo & Sisal Bristles,Green Seal,7.7,3.7,5.68,76,75.2,2.21,High,https://th.bing.com/th/id/OIP.1slOKhV1TV6AB84N0B7m_wHaLH?w=145&h=218&c=7&r=0&o=5&dpr=1.3&pid=1.7
P119,Organic Soap Bar (P119),Personal Care,13.88,Shea Butter & Essential Oils,USDA Organic,8.4,4.1,3.9,99,68.3,0.94,High,https://th.bing.com/th/id/OIP.QKYtxypAOcWDGApmHhnrFAHaGN?w=260&h=204&c=7&r=0&o=5&dpr=1.3&pid=1.7
P120,Bamboo Cutting Board (P120),Kitchen,42.01,Bamboo,EcoLabel,8.9,4.4,2.82,70,23.6,1.48,High,https://th.bing.com/th/id/OIP.ieh5bhC6qKCQExljaHcg3AHaHa?w=210&h=210&c=7&r=0&o=5&dpr=1.3&pid=1.7
P121,Biodegradable Planter (P121),Gardening,14.05,Compostable Material,FSC,9.5,4.7,1.14,100,98.6,1.05,High,https://th.bing.com/th/id/OIP.gZY-TcUF7-Fn_Bect6Q4mAHaDG?w=318&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P122,Hot Wheels Set (P122),Toys,42.93,Recycled Plastic,FSC,8.9,4.3,2.08,96,31,1.83,High,https://th.bing.com/th/id/OIP.grrBm_X6v0ct0XAwrOlkTwHaGN?w=238&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
P123,Wooden Racing Car (P123),Toys,39.46,Solid Wood,EcoLabel,8.2,3.6,3,81,57.2,1.32,High,https://th.bing.com/th/id/OIP.WbTbQo14DX7J72u8A5mIewHaFj?w=218&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P124,Compost Bin (P124),Gardening,22.36,Recycled Plastic,FSC,8.6,4.5,1.02,93,65.6,0.55,High,https://th.bing.com/th/id/OIP.dB15V0VRlj0PU9Z1fAHB4gHaHW?w=196&h=195&c=7&r=0&o=5&dpr=1.3&pid=1.7
P125,Recycled Phone Case (P125),Electronics,265.22,Biodegradable Plastic,Carbon Neutral,6.1,3.8,20.51,31,16.2,9.53,Medium,https://th.bing.com/th/id/OIP.HLfA5QiYzmS1zo2aOYKCcwHaFj?w=236&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P126,Organic Bedsheets (P126),Clothing,43.34,Linen,Fair Trade,9.6,4.7,3.97,99,159.5,1.83,Medium,https://th.bing.com/th/id/OIP.-xI8iMmT1px8R7BlknEOcQHaHa?w=169&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P127,Plant-Based Glue Stick (P127),Office Supplies,16.85,Plant-Based Adhesive,FSC,8.6,4,4.28,87,23,2.18,High,https://th.bing.com/th/id/OIP.MvZoiRyStf6wwMdBhXMF3gAAAA?w=150&h=150&c=7&r=0&o=5&dpr=1.3&pid=1.7
P128,Compost Bin (P128),Gardening,43.51,Recycled Plastic,FSC,9.4,4.1,3.96,96,79.1,1.36,High,https://th.bing.com/th/id/OIP.kVu046Jnfeoq2XYxuljMKwHaE9?w=290&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P129,Bamboo Building Blocks (P129),Toys,19.69,Bamboo,EcoLabel,8.7,4.3,4.46,85,58.5,2.39,High,https://th.bing.com/th/id/OIP.SYKvulaQqTtxs0MlCmZUxwHaHa?w=89&h=90&c=1&rs=1&qlt=90&r=0&dpr=1.3&pid=InlineBlock
P130,Biodegradable Toothbrush (P130),Personal Care,12.24,Bamboo & Plant-Based Bristles,Fair Trade,9.6,4.4,1.12,93,71.1,0.77,High,https://th.bing.com/th/id/OIP.nhN7OlwSwvni9c1RS1RWHQHaHn?w=189&h=194&c=7&r=0&o=5&dpr=1.3&pid=1.7
P131,Bamboo Building Blocks (P131),Toys,17.94,Bamboo,FSC,9.3,4.2,3.86,87,36.2,1,High,https://th.bing.com/th/id/OIP.zjiNC_SooyrXPWs-0IbTwQHaLH?w=115&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P132,Eco-Friendly Suitcase (P132),Travel,119.87,Recycled Polyester & Aluminum,Carbon Neutral,8.8,3.8,8.96,50,99.1,3.5,Medium,https://th.bing.com/th/id/OIP.afX6qyUiAQwHmPdqHrZt_AHaHa?w=163&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P133,Bamboo Building Blocks (P133),Toys,16.66,Bamboo,FSC,10,4.4,2.45,99,73.9,2.68,High,https://th.bing.com/th/id/OIP.zZFS1XSwp3tctaRc1vYMqAHaFj?w=264&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
P134,Plant-Based Shampoo Bar (P134),Personal Care,14.05,Coconut Oil & Essential Oils,USDA Organic,9.3,4.7,3.84,96,64.4,1.71,High,https://th.bing.com/th/id/OIP.6Ed3eCh1Ui0TQM3l_1Q2nQHaE8?w=274&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P135,Soy Ink Pens (P135),Stationery,15.15,Recycled Plastic & Soy Ink,EcoLabel,8.9,4.7,1.89,89,49.6,1.23,Medium,https://th.bing.com/th/id/OIP.zul3uMPeaRT550GxEY5DegHaHa?w=158&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P136,Eco-Friendly LED Bulb (P136),Electronics,74.93,Aluminum & Recycled Glass,Carbon Neutral,7.6,5,24.7,39,19.9,15.1,Low,https://th.bing.com/th/id/OIP.tbagnXIjCtxGcPpbjdXRTgHaFj?w=260&h=196&c=7&r=0&o=5&dpr=1.3&pid=1.7
P137,Recycled Phone Case (P137),Electronics,133.98,Biodegradable Plastic,Energy Star,7.6,4.5,13.32,38,26.6,7.46,Low,https://th.bing.com/th/id/OIP.5eq3jCk-lWHAwOM6qHi0agHaE8?w=264&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P138,Eco-Friendly Suitcase (P138),Travel,28.78,Recycled Polyester & Aluminum,Carbon Neutral,8.2,4,9.41,59,54.8,4.63,Medium,https://th.bing.com/th/id/OIP.o-noWTZ6SNMjWU4BsSAAfgHaHa?w=163&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P139,Recycled Paper Sketchbook (P139),Stationery,7.17,Recycled Paper,EcoLabel,9.2,4.9,1.87,85,24.8,1.4,High,https://th.bing.com/th/id/OIP.qxbO7QpTNLxT67rLM7nU6QAAAA?w=167&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P140,Recycled Paper Sketchbook (P140),Stationery,12.84,Recycled Paper,FSC,8.1,4,3.41,91,32.8,0.79,High,https://th.bing.com/th/id/OIP._7J6cs2WdwmivInuAYM4XwHaFc?w=227&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P141,Solar-Powered Charger (P141),Electronics,264.84,Recycled Plastic & Solar Panels,Carbon Neutral,8.1,4.4,13.08,20,39.9,11.06,Medium,https://th.bing.com/th/id/OIP.u3JNaX6XwAaCLHWX0NrUqwHaE7?w=301&h=200&c=7&r=0&o=5&dpr=1.3&pid=1.7
P142,Biodegradable Toothbrush (P142),Personal Care,18.65,Bamboo & Plant-Based Bristles,USDA Organic,8.5,4.5,1.23,99,47.5,0.78,High,https://th.bing.com/th/id/OIP.MDDTtS2R91VvYDbb-VNHywHaJ4?w=162&h=216&c=7&r=0&o=5&dpr=1.3&pid=1.7
P143,Eco-Friendly Stapler (P143),Office Supplies,26.95,Recycled Metal,FSC,8.6,4.7,1.61,100,38.9,0.84,High,https://th.bing.com/th/id/OIP.SE9R_s-ap3AbBhkuVaRg5gHaHa?w=183&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P144,Handy Travel Pouch (P144),Travel,31.63,Hemp Fabric,Carbon Neutral,9,3.7,12.36,74,65,3.55,High,https://th.bing.com/th/id/OIP.T47hKH1jtFA4JKzT4qdsJQAAAA?w=197&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P145,Reusable Travel Bottles (P145),Travel,129.33,Silicone & Recycled Plastic,Fair Trade,8.3,4.7,8.56,56,60.1,3.66,High,https://th.bing.com/th/id/OIP.fhyFy83o5Z5EVszFhXoC1AHaHM?w=196&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P146,Eco-Friendly Stapler (P146),Office Supplies,22.5,Recycled Metal,FSC,8.3,4.2,4.67,96,38.2,2.15,High,https://th.bing.com/th/id/OIP.CP4LB0rr8EM1Z0YfX1DdbQAAAA?w=183&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P147,Bamboo Bluetooth Speaker (P147),Electronics,188.15,Bamboo & Recycled Electronics,Energy Star,8.1,4.3,15.34,38,12.4,11.97,Medium,https://th.bing.com/th/id/OIP.S-MPu64sON8tgRNvnwFqpwHaIx?w=172&h=204&c=7&r=0&o=5&dpr=1.3&pid=1.7
P148,Eco-Friendly LED Bulb (P148),Electronics,171.62,Aluminum & Recycled Glass,Energy Star,7,4.8,24.4,20,25.8,5.5,Low,https://th.bing.com/th/id/OIP.tR5D1EGLTa-0LRCMUapQMgHaHa?w=190&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P149,Bamboo Cleaning Brush (P149),Home Care,29.94,Bamboo & Sisal Bristles,EcoLabel,8.7,4.5,6.87,88,124.1,3.7,Medium,https://th.bing.com/th/id/OIP.lLJeYmnQLDgkPZexAkzKVgHaHa?w=199&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
P150,Compostable Trash Bags (P150),Home Care,40.23,Cornstarch Bioplastic,Green Seal,7.8,4.2,3.72,85,57.6,4.62,High,https://th.bing.com/th/id/OIP.6hf4ucmvsNNpMNJ6tipuGwHaHK?w=199&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P151,Bamboo Cleaning Brush (P151),Home Care,52.18,Bamboo & Sisal Bristles,EcoLabel,8.8,4.6,5.35,71,129.8,5.33,Medium,https://th.bing.com/th/id/OIP.BdTpEbNbpfzqvANeHhqGLwHaJ4?w=162&h=216&c=7&r=0&o=5&dpr=1.3&pid=1.7
P152,Plant-Based Shampoo Bar (P152),Personal Care,23.71,Coconut Oil & Essential Oils,Fair Trade,9.2,4,2.56,97,33.8,1.48,High,https://th.bing.com/th/id/OIP.tnjosDCZ1fX8W55a7QLW7QHaHa?w=184&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P153,Hot Wheels Set (P153),Toys,24.59,Recycled Plastic,EcoLabel,9.7,4.8,5.03,87,52,1.29,High,https://th.bing.com/th/id/OIP.6QDpVao8o-lC-RTLYVFlOwHaHa?w=196&h=196&c=7&r=0&o=5&dpr=1.3&pid=1.7
P154,Bamboo Pen Set (P154),Office Supplies,11.61,Bamboo & Recycled Metal,EcoLabel,8.8,4,1.61,97,49.7,2.16,Medium,https://th.bing.com/th/id/OIP.ne1XYjxIDa_aAVfrqWOb6AHaHa?w=180&h=181&c=7&r=0&o=5&dpr=1.3&pid=1.7
P155,Bamboo Sunglasses (P155),Travel,108.09,Bamboo & Recycled Glass,Fair Trade,8.1,4.6,11.97,52,28,4.13,Medium,https://th.bing.com/th/id/OIP.snxpePXVvIj5oZXTuEAkFAHaD4?w=330&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P156,Bamboo Cutting Board (P156),Kitchen,45.88,Bamboo,USDA Organic,8.1,3.9,3.94,70,29,1.39,High,https://th.bing.com/th/id/OIP.gKX_QlSWPwGgWYzQvKmfawHaFj?w=280&h=210&c=7&r=0&o=5&dpr=1.3&pid=1.7
P157,Wooden Racing Car (P157),Toys,18.11,Solid Wood,FSC,9.4,4.1,3.23,94,29.6,1.83,High,https://th.bing.com/th/id/OIP.sUHOCcKnmHvq0ezjkqXSXAHaEo?w=249&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P158,Organic Soap Bar (P158),Personal Care,7.49,Shea Butter & Essential Oils,Fair Trade,8.7,4.4,3.07,95,53.9,1.16,High,https://th.bing.com/th/id/OIP.TzBnJW0AMyyjsH2CsUDbZQHaE8?w=274&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
P159,Bamboo Bluetooth Speaker (P159),Electronics,162.94,Bamboo & Recycled Electronics,Energy Star,6.5,5,24.39,41,12,13.08,Medium,https://th.bing.com/th/id/OIP.9g1jYJmWkGeaDdnJkmNnPwHaFj?w=250&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
P160,Biodegradable Toothbrush (P160),Personal Care,19.6,Bamboo & Plant-Based Bristles,USDA Organic,8.8,4.5,2.21,99,48.3,0.56,High,https://th.bing.com/th/id/OIP.8e4T-vjj3MbO5s2fq3yWFAHaHa?w=216&h=216&c=7&r=0&o=5&dpr=1.3&pid=1.7
P161,Compostable Trash Bags (P161),Home Care,20.22,Cornstarch Bioplastic,Green Seal,9.1,3.8,6.42,77,114.3,3.63,High,https://th.bing.com/th/id/OIP.UrKH2Xcnv0NCc7GYVrIe4QHaJf?w=151&h=193&c=7&r=0&o=5&dpr=1.3&pid=1.7
P162,Bamboo Sunglasses (P162),Travel,98.33,Bamboo & Recycled Glass,Carbon Neutral,8.1,5,14.53,80,86.2,5.32,Medium,https://th.bing.com/th/id/OIP.OzwlBZtXDJU4W89st9W_IwHaFj?w=210&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P163,Bamboo Bluetooth Speaker (P163),Electronics,250.25,Bamboo & Recycled Electronics,Carbon Neutral,7.2,4,15.52,42,29.6,6.41,Medium,https://th.bing.com/th/id/OIP.ih6qov21q0juBQFpsdZp8AHaHa?w=188&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
P164,Cotton Saree (P164),Clothing,31.57,Organic Cotton,EcoLabel,8.1,4.7,3.1,95,185.3,2.03,High,https://th.bing.com/th/id/OIP.tp94prhizamYIhEdLXW15QHaJ4?w=208&h=277&c=7&r=0&o=5&dpr=1.3&pid=1.7
P165,Eco-Friendly Stapler (P165),Office Supplies,27.23,Recycled Metal,EcoLabel,8.7,4.8,3.57,95,28.2,1.25,Medium,https://th.bing.com/th/id/OIP.UwmOXbNAiOPt_2pxzNRGFQHaHa?w=170&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P166,Biodegradable Planter (P166),Gardening,31.87,Compostable Material,FSC,8.6,4.8,1.15,95,54.4,0.92,High,https://th.bing.com/th/id/OIP.rLvcVkfRAyHDzP1WUUT92AHaHc?w=173&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P167,Compost Bin (P167),Gardening,19.53,Recycled Plastic,EcoLabel,8.3,4.4,2.03,93,69,1.85,High,https://th.bing.com/th/id/OIP.VvAbjd1tu9SrUCdFuIpSqwHaHa?w=190&h=191&c=7&r=0&o=5&dpr=1.3&pid=1.7
P168,Organic Fertilizer (P168),Gardening,39.05,Plant-Based Fertilizer,FSC,8.6,4.4,1.45,97,64.7,1.45,High,https://th.bing.com/th/id/OIP.wGOvR3NRDKCg05qvK7J2kgHaE-?w=249&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P169,Recycled Paper Sketchbook (P169),Stationery,19.28,Recycled Paper,EcoLabel,9,3.8,3.16,97,46.9,1.73,Medium,https://th.bing.com/th/id/OIP.XqtGJaAsla0AhPHQ9wWVfwHaFj?w=253&h=190&c=7&r=0&o=5&dpr=1.3&pid=1.7
P170,Compostable Trash Bags (P170),Home Care,56.72,Cornstarch Bioplastic,EcoLabel,7.8,3.6,5.86,71,64.9,5.27,High,https://th.bing.com/th/id/OIP.-WcbWYbg_X5162orcDaDUAHaHa?w=165&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P171,Eco-Friendly Detergent (P171),Home Care,32.68,Plant-Based Ingredients,EcoLabel,8.2,4.1,4.36,90,98.4,5.93,Medium,https://th.bing.com/th/id/OIP.viXuDnbYNnb7FiDdMIBmEwHaEK?w=282&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P172,Soy Ink Pens (P172),Stationery,8.48,Recycled Plastic & Soy Ink,FSC,7.9,3.6,1.91,98,28.1,0.74,Medium,https://th.bing.com/th/id/OIP.mITQDnhu9PPbUz7lN58XygHaDL?w=308&h=150&c=7&r=0&o=5&dpr=1.3&pid=1.7
P173,Reusable Mop (P173),Home Care,42.88,Recycled Plastic & Cotton,EcoLabel,7.8,4.2,5.45,94,111.8,5.48,High,https://th.bing.com/th/id/OIP.Z4U_OaEpuvPtMUHOE34ARAAAAA?w=179&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P174,Organic Bedsheets (P174),Clothing,53.68,Linen,GOTS,9.8,4.5,3.88,93,164,2.2,Medium,https://th.bing.com/th/id/OIP.7vaiJRJdqgwDT7r03p67_AHaHa?w=207&h=207&c=7&r=0&o=5&dpr=1.3&pid=1.7
P175,Stainless Steel Lunchbox (P175),Kitchen,45.25,Stainless Steel,EcoLabel,8.7,3.7,3.48,84,20.3,3.31,High,https://th.bing.com/th/id/OIP.Br279yITkNy9GVy5LwYrvAHaHa?w=207&h=207&c=7&r=0&o=5&dpr=1.3&pid=1.7
P176,Soy Ink Pens (P176),Stationery,21.1,Recycled Plastic & Soy Ink,EcoLabel,8.4,4.7,3.26,95,22.3,1.91,Medium,https://th.bing.com/th/id/OIP.hIeWBj6QAh6kvrufbqcW2QHaFT?w=202&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P177,Handkerchiefs (P177),Clothing,83.1,Hemp Fabric,GOTS,8.5,5,2.75,91,94,2.08,High,https://th.bing.com/th/id/OIP.aXdIz2iAqjcSyBAVx48uDQHaHh?w=200&h=202&c=7&r=0&o=5&dpr=1.3&pid=1.7
P178,Glass Food Containers (P178),Kitchen,72.02,Tempered Glass,USDA Organic,9,4.9,2.93,84,48.8,2.7,High,https://th.bing.com/th/id/OIP.38vRC4hzd5sTes3_YWxvswHaHa?w=198&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
P179,Organic Plushie (P179),Toys,39.58,Organic Cotton & Natural Dyes,FSC,8.3,4.7,2.66,85,59.7,1.86,High,https://th.bing.com/th/id/OIP.BcUyXJvSQCTm0HOSla101gHaGS?w=211&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
P180,Eco-Friendly Stapler (P180),Office Supplies,22.77,Recycled Metal,FSC,8,3.7,3.71,95,34.4,2.29,Medium,https://th.bing.com/th/id/OIP.Lrc4-0F1uu-F-poKafKR2AHaJ4?w=150&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
P181,Glass Food Containers (P181),Kitchen,63.98,Tempered Glass,EcoLabel,8.1,3.6,4.55,66,77.4,1.28,High,https://th.bing.com/th/id/OIP.aRrpA-RNZLQC5p1r-qwL2QHaE8?w=282&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
P182,Stainless Steel Lunchbox (P182),Kitchen,46.94,Stainless Steel,USDA Organic,8.8,3.6,3.39,72,85.2,1.46,High,https://th.bing.com/th/id/OIP.aOc5DpaDuyP0taX_UoMLiwHaHa?w=208&h=208&c=7&r=0&o=5&dpr=1.3&pid=1.7
P183,Stainless Steel Lunchbox (P183),Kitchen,24.23,Stainless Steel,EcoLabel,9.9,4.8,3.47,90,73.1,1.67,High,https://th.bing.com/th/id/OIP.log423xcpaOGFHSuG7IkNgHaHx?w=198&h=207&c=7&r=0&o=5&dpr=1.3&pid=1.7
P184,Reusable Travel Bottles (P184),Travel,59.29,Silicone & Recycled Plastic,Fair Trade,9.2,3.6,10.62,75,32.8,4.94,Medium,https://th.bing.com/th/id/OIP.ImFopWCoBxlRZ-aHimar_wHaHa?w=186&h=186&c=7&r=0&o=5&dpr=1.3&pid=1.7
P185,Reusable Travel Bottles (P185),Travel,33.52,Silicone & Recycled Plastic,Carbon Neutral,9.4,4.9,13.61,83,76.2,5.67,High,https://th.bing.com/th/id/OIP.1Gd5B3KuuCt4E2CfWZSd7gHaE7?w=304&h=203&c=7&r=0&o=5&dpr=1.3&pid=1.7
P186,Eco-Friendly Highlighters (P186),Stationery,6.39,Plant-Based Plastic,FSC,8.3,4,2.68,91,48.5,1.15,Medium,https://th.bing.com/th/id/OIP.ghzE_JaTV8Kiy_Zh7bjeHwHaHa?w=199&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
P187,Bamboo Hairbrush (P187),Personal Care,16.26,Bamboo & Natural Rubber,Fair Trade,9.9,4.6,2.49,91,90.3,1.22,High,https://th.bing.com/th/id/OIP.O5EHx-53qNTNcVCpbADqWAHaE7?w=302&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
P188,Bamboo Pen Set (P188),Office Supplies,10.96,Bamboo & Recycled Metal,EcoLabel,7.8,4.2,3.23,90,35.6,2.17,Medium,https://th.bing.com/th/id/OIP.KUhtVqQIVUxL9T52MQpasgHaEK?w=333&h=187&c=7&r=0&o=5&dpr=1.3&pid=1.7
